,RAP,MSU1
40788,Os11g0193300,LOC_Os11g08800
40789,Os11g0193800,LOC_Os11g08820
40790,Os11g0194000,LOC_Os11g08870
40791,Os11g0194050,LOC_Os11g08870
40792,Os11g0194100,LOC_Os11g08860
40793,Os11g0194200,LOC_Os11g08870
40794,Os11g0194400,LOC_Os11g08909
40795,Os11g0194500,LOC_Os11g08918
40796,Os11g0194600,LOC_Os11g08930
40797,Os11g0194800,LOC_Os11g08940
40798,Os11g0194900,LOC_Os11g08950
40799,Os11g0195000,LOC_Os11g08970
40800,Os11g0195100,LOC_Os11g08980
40801,Os11g0195200,LOC_Os11g08990
40802,Os11g0195500,LOC_Os11g09010
40803,Os11g0195600,LOC_Os11g09020
40804,Os11g0195650,None
40805,Os11g0195700,LOC_Os11g09030
40806,Os11g0195750,None
40807,Os11g0195800,LOC_Os11g09040
40808,Os11g0195950,None
40809,Os11g0196100,LOC_Os11g09060
40810,Os11g0196200,LOC_Os11g09070
40811,Os11g0196301,LOC_Os11g09070
40812,Os11g0196400,None
40813,Os11g0197000,LOC_Os11g09110
40814,Os11g0197200,None
40815,Os11g0197301,None
40816,Os11g0197400,LOC_Os11g09140
40817,Os11g0197433,None
40818,Os11g0197466,None
40819,Os11g0197500,LOC_Os11g09150
40820,Os11g0197600,LOC_Os11g09160
40821,Os11g0197725,None
40822,Os11g0197850,None
40823,Os11g0197975,None
40824,Os11g0198100,LOC_Os11g09170
40825,Os11g0198200,LOC_Os11g09180
40826,Os11g0198250,None
40827,Os11g0198466,None
40828,Os11g0198682,LOC_Os11g09220
40829,Os11g0198900,LOC_Os11g09230
40830,Os11g0198951,None
40831,Os11g0199000,LOC_Os11g09260
40832,Os11g0199200,LOC_Os11g09280
40833,Os11g0199600,LOC_Os11g09310
40834,Os11g0199700,LOC_Os11g09329
40835,Os11g0199801,LOC_Os11g09350
40836,Os11g0199900,LOC_Os11g09360
40837,Os11g0200000,LOC_Os11g09370
40838,Os11g0200600,LOC_Os11g09418
40839,Os11g0200950,LOC_Os11g09460
40840,Os11g0201000,None
40841,Os11g0201124,None
40842,Os11g0201175,None
40843,Os11g0201299,LOC_Os11g09474
40844,Os11g0201329,None
40845,Os11g0201360,LOC_Os11g09478
40846,Os11g0201400,LOC_Os11g09418
40847,Os11g0201401,None
40848,Os11g0201441,None
40849,Os11g0201450,LOC_Os11g09560
40850,Os11g0201480,LOC_Os11g09580
40851,Os11g0201540,None
40852,Os11g0201600,LOC_Os11g09600
40853,Os11g0201690,LOC_Os11g09610
40854,Os11g0201900,LOC_Os11g09630
40855,Os11g0201933,None
40856,Os11g0201966,None
40857,Os11g0202000,LOC_Os11g09640
40858,Os11g0202100,None
40859,Os11g0202200,LOC_Os11g09670
40860,Os11g0202300,LOC_Os11g09680
40861,Os11g0202350,LOC_Os11g09684
40862,Os11g0202400,LOC_Os11g09690
40863,Os11g0202450,None
40864,Os11g0202500,LOC_Os11g09700
40865,Os11g0202600,LOC_Os11g09710
40866,Os11g0202900,LOC_Os11g09735
40867,Os11g0203200,LOC_Os11g09770
40868,Os11g0203300,LOC_Os11g09780
40869,Os11g0203400,None
40870,Os11g0203800,LOC_Os11g09810
40871,Os11g0204100,LOC_Os11g09830
40872,Os11g0204200,LOC_Os11g09840
40873,Os11g0204500,None
40874,Os11g0204600,LOC_Os11g09850
40875,Os11g0204800,LOC_Os11g09864
40876,Os11g0205200,LOC_Os11g09900
40877,Os11g0205300,None
40878,Os11g0205301,None
40879,Os11g0205400,LOC_Os11g09919
40880,Os11g0205450,None
40881,Os11g0205500,LOC_Os11g09940
40882,Os11g0205800,LOC_Os11g09960
40883,Os11g0205900,LOC_Os11g09970
40884,Os11g0206000,LOC_Os11g09979
40885,Os11g0206101,None
40886,Os11g0206150,None
40887,Os11g0206200,LOC_Os11g09990
40888,Os11g0206300,None
40889,Os11g0206400,LOC_Os11g10000
40890,Os11g0206600,LOC_Os11g10040
40891,Os11g0206700,LOC_Os11g10050
40892,Os11g0206850,None
40893,Os11g0207000,LOC_Os11g10060
40894,Os11g0207100,LOC_Os11g10070
40895,Os11g0207200,LOC_Os11g10100
40896,Os11g0207300,LOC_Os11g10110
40897,Os11g0207400,LOC_Os11g10120
40898,Os11g0207600,LOC_Os11g10130
40899,Os11g0207700,LOC_Os11g10140
40900,Os11g0207800,LOC_Os11g10160
40901,Os11g0207900,LOC_Os11g10170
40902,Os11g0208000,LOC_Os11g10180
40903,Os11g0208100,LOC_Os11g10200
40904,Os11g0208300,LOC_Os11g10220
40905,Os11g0208400,LOC_Os11g10240
40906,Os11g0208500,None
40907,Os11g0208600,LOC_Os11g10250
40908,Os11g0208651,None
40909,Os11g0208700,LOC_Os11g10280
40910,Os11g0208750,None
40911,Os11g0208800,LOC_Os11g10290
40912,Os11g0208850,None
40913,Os11g0208900,LOC_Os11g10310
40914,Os11g0209000,LOC_Os11g10320
40915,Os11g0209025,None
40916,Os11g0209050,None
40917,Os11g0209100,LOC_Os11g10330
40918,Os11g0209200,LOC_Os11g10340
40919,Os11g0209300,None
40920,Os11g0209400,LOC_Os11g10370
40921,Os11g0209450,None
40922,Os11g0209502,None
40923,Os11g0209550,None
40924,Os11g0209600,LOC_Os11g10400
40925,Os11g0209700,LOC_Os11g10420
40926,Os11g0209900,None
40927,Os11g0210000,LOC_Os11g10434
40928,Os11g0210100,LOC_Os11g10460
40929,Os11g0210201,LOC_Os11g10470
40930,Os11g0210300,LOC_Os11g10480
40931,Os11g0210400,LOC_Os11g10490
40932,Os11g0210500,LOC_Os11g10510
40933,Os11g0210600,LOC_Os11g10520
40934,Os11g0210700,None
40935,Os11g0210950,None
40936,Os11g0211200,LOC_Os11g10540
40937,Os11g0211300,LOC_Os11g10550
40938,Os11g0211400,None
40939,Os11g0211600,LOC_Os11g10570
40940,Os11g0211650,LOC_Os11g10570
40941,Os11g0211700,None
40942,Os11g0211800,LOC_Os11g10590
40943,Os11g0212000,LOC_Os11g10610
40944,Os11g0212100,LOC_Os11g10620
40945,Os11g0212300,LOC_Os11g10640
40946,Os11g0212600,None
40947,Os11g0212700,LOC_Os11g10670
40948,Os11g0212801,LOC_Os11g10670
40949,Os11g0212900,None
40950,Os11g0212950,None
40951,Os11g0213000,LOC_Os11g10710
40952,Os11g0213300,LOC_Os11g10720
40953,Os11g0213400,None
40954,Os11g0213500,LOC_Os11g10740
40955,Os11g0213600,LOC_Os11g10750
40956,Os11g0213700,LOC_Os11g10760
40957,Os11g0213733,None
40958,Os11g0213800,LOC_Os11g10770
40959,Os11g0213900,LOC_Os11g10780
40960,Os11g0214001,LOC_Os11g10780
40961,Os11g0214100,LOC_Os11g10790
40962,Os11g0214400,LOC_Os11g10800
40963,Os11g0214700,LOC_Os11g10820
40964,Os11g0214900,LOC_Os11g10850
40965,Os11g0215100,LOC_Os11g10870
40966,Os11g0215200,LOC_Os11g10880
40967,Os11g0215300,LOC_Os11g10890
40968,Os11g0215400,LOC_Os11g10910
40969,Os11g0215600,LOC_Os11g10920
40970,Os11g0215700,None
40971,Os11g0215800,LOC_Os11g10940
40972,Os11g0215901,None
40973,Os11g0216000,LOC_Os11g10980
40974,Os11g0216100,LOC_Os11g10990
40975,Os11g0216300,LOC_Os11g11000
40976,Os11g0216350,None
40977,Os11g0216400,LOC_Os11g11020
40978,Os11g0216566,LOC_Os11g11030
40979,Os11g0216900,LOC_Os11g11050
40980,Os11g0217101,None
40981,Os11g0217300,LOC_Os11g11060
40982,Os11g0217500,LOC_Os11g11070
40983,Os11g0218000,LOC_Os11g11100
40984,Os11g0218100,LOC_Os11g11110
40985,Os11g0218200,LOC_Os11g11130
40986,Os11g0218501,LOC_Os11g11130
40987,Os11g0218560,None
40988,Os11g0218619,None
40989,Os11g0218678,None
40990,Os11g0218737,None
40991,Os11g0218800,None
40992,Os11g0219000,LOC_Os11g11210
40993,Os11g0219400,LOC_Os11g11240
40994,Os11g0219750,None
40995,Os11g0220100,None
40996,Os11g0220166,None
40997,Os11g0220232,None
40998,Os11g0220300,LOC_Os11g11330
40999,Os11g0220400,LOC_Os11g11340
41000,Os11g0220450,None
41001,Os11g0220500,LOC_Os11g11350
41002,Os11g0220550,None
41003,Os11g0220600,LOC_Os11g11360
41004,Os11g0220700,LOC_Os11g11370
41005,Os11g0220800,LOC_Os11g11390
41006,Os11g0220900,LOC_Os11g11400
41007,Os11g0221000,LOC_Os11g11410
41008,Os11g0221200,LOC_Os11g11420
41009,Os11g0221250,None
41010,Os11g0221300,LOC_Os11g11430
41011,Os11g0221400,LOC_Os11g11440
41012,Os11g0221700,LOC_Os11g11480
41013,Os11g0222000,LOC_Os11g11490
41014,Os11g0222100,None
41015,Os11g0222200,LOC_Os11g11500
41016,Os11g0222320,LOC_Os11g11510
41017,Os11g0222440,LOC_Os11g11510
41018,Os11g0222560,None
41019,Os11g0222680,LOC_Os11g11530
41020,Os11g0222800,LOC_Os11g11540
41021,Os11g0222900,LOC_Os11g11550
41022,Os11g0223000,None
41023,Os11g0223201,LOC_Os11g11580
41024,Os11g0223300,None
41025,Os11g0223400,LOC_Os11g11580
41026,Os11g0223560,LOC_Os11g11590
41027,Os11g0223720,None
41028,Os11g0223880,LOC_Os11g11640
41029,Os11g0224040,None
41030,Os11g0224200,LOC_Os11g11680
41031,Os11g0224301,None
41032,Os11g0224400,LOC_Os11g11710
41033,Os11g0224466,None
41034,Os11g0224532,LOC_Os11g11720
41035,Os11g0224600,LOC_Os11g11730
41036,Os11g0224700,None
41037,Os11g0224800,LOC_Os11g11760
41038,Os11g0224900,LOC_Os11g11770
41039,Os11g0225000,LOC_Os11g11780
41040,Os11g0225100,LOC_Os11g11790
41041,Os11g0225200,None
41042,Os11g0225300,LOC_Os11g11810
41043,Os11g0225566,None
41044,Os11g0225832,LOC_Os11g11880
41045,Os11g0226100,LOC_Os11g11880
41046,Os11g0226201,LOC_Os11g11890
41047,Os11g0226301,None
41048,Os11g0226400,LOC_Os11g11920
41049,Os11g0226550,None
41050,Os11g0226700,LOC_Os11g11940
41051,Os11g0226800,LOC_Os11g11950
41052,Os11g0226900,None
41053,Os11g0226933,LOC_Os11g11960
41054,Os11g0226966,LOC_Os11g11970
41055,Os11g0227000,LOC_Os11g11980
41056,Os11g0227100,LOC_Os11g11990
41057,Os11g0227200,LOC_Os11g12000
41058,Os11g0227250,None
41059,Os11g0227300,LOC_Os11g12010
41060,Os11g0227350,None
41061,Os11g0227400,LOC_Os11g12020
41062,Os11g0227600,None
41063,Os11g0227700,LOC_Os11g12040
41064,Os11g0227800,LOC_Os11g12050
41065,Os11g0228201,None
41066,Os11g0228600,LOC_Os11g12240
41067,Os11g0228800,LOC_Os11g12260
41068,Os11g0228900,LOC_Os11g12280
41069,Os11g0229000,None
41070,Os11g0229100,LOC_Os11g12290
41071,Os11g0229300,LOC_Os11g12300
41072,Os11g0229333,None
41073,Os11g0229366,None
41074,Os11g0229400,LOC_Os11g12330
41075,Os11g0229500,LOC_Os11g12340
41076,Os11g0229600,None
41077,Os11g0229700,LOC_Os11g12350
41078,Os11g0229900,LOC_Os11g12360
41079,Os11g0230000,LOC_Os11g12370
41080,Os11g0230200,LOC_Os11g12390
41081,Os11g0230400,LOC_Os11g12410
41082,Os11g0230700,LOC_Os11g12420
41083,Os11g0231200,LOC_Os11g12460
41084,Os11g0231400,LOC_Os11g12470
41085,Os11g0231600,LOC_Os11g12480
41086,Os11g0231800,LOC_Os11g12490
41087,Os11g0232000,LOC_Os11g12520
41088,Os11g0232100,LOC_Os11g12530
41089,Os11g0232400,None
41090,Os11g0232700,None
41091,Os11g0233000,LOC_Os11g12560
41092,Os11g0233201,LOC_Os11g12560
41093,Os11g0233400,None
41094,Os11g0233800,LOC_Os11g12620
41095,Os11g0233900,LOC_Os11g12630
41096,Os11g0234001,LOC_Os11g12630
41097,Os11g0234100,None
41098,Os11g0234200,LOC_Os11g12650
41099,Os11g0234300,None
41100,Os11g0234700,LOC_Os11g12680
41101,Os11g0234950,None
41102,Os11g0235200,LOC_Os11g12740
41103,Os11g0235250,None
41104,Os11g0235300,None
41105,Os11g0235400,None
41106,Os11g0235700,None
41107,Os11g0235750,None
41108,Os11g0235825,LOC_Os11g12780
41109,Os11g0235900,LOC_Os11g12790
41110,Os11g0236000,LOC_Os11g12800
41111,Os11g0236100,LOC_Os11g12810
41112,Os11g0236200,LOC_Os11g12810
41113,Os11g0236932,None
41114,Os11g0237300,LOC_Os11g13390
41115,Os11g0237400,LOC_Os11g13400
41116,Os11g0237600,LOC_Os11g13410
41117,Os11g0237700,LOC_Os11g13420
41118,Os11g0237800,None
41119,Os11g0237900,LOC_Os11g13430
41120,Os11g0238000,LOC_Os11g13440
41121,Os11g0238400,LOC_Os11g13490
41122,Os11g0238700,LOC_Os11g13510
41123,Os11g0239000,LOC_Os11g13530
41124,Os11g0239200,LOC_Os11g13540
41125,Os11g0239400,LOC_Os11g13560
41126,Os11g0239500,LOC_Os11g13570
41127,Os11g0239866,None
41128,Os11g0239900,LOC_Os11g13620
41129,Os11g0240500,LOC_Os11g13660
41130,Os11g0240550,None
41131,Os11g0240600,LOC_Os11g13670
41132,Os11g0240800,LOC_Os11g13680
41133,Os11g0240900,LOC_Os11g13694
41134,Os11g0241000,LOC_Os11g13710
41135,Os11g0241100,None
41136,Os11g0241200,LOC_Os11g13720
41137,Os11g0241700,LOC_Os11g13750
41138,Os11g0241832,LOC_Os11g13770
41139,Os11g0241900,LOC_Os11g13800
41140,Os11g0242100,LOC_Os11g13810
41141,Os11g0242150,None
41142,Os11g0242200,LOC_Os11g13820
41143,Os11g0242300,LOC_Os11g13840
41144,Os11g0242400,LOC_Os11g13850
41145,Os11g0242500,LOC_Os11g13860
41146,Os11g0242600,LOC_Os11g13870
41147,Os11g0242700,LOC_Os11g13880
41148,Os11g0242800,LOC_Os11g13890
41149,Os11g0242900,LOC_Os11g13900
41150,Os11g0243100,LOC_Os11g13910
41151,Os11g0243300,LOC_Os11g13930
41152,Os11g0243600,LOC_Os11g13934
41153,Os11g0243750,LOC_Os11g13940
41154,Os11g0243925,None
41155,Os11g0244100,LOC_Os11g13970
41156,Os11g0244200,LOC_Os11g13980
41157,Os11g0244300,LOC_Os11g13990
41158,Os11g0244600,LOC_Os11g14000
41159,Os11g0244800,LOC_Os11g14010
41160,Os11g0244900,LOC_Os11g14020
41161,Os11g0245000,None
41162,Os11g0245100,LOC_Os11g14040
41163,Os11g0245200,LOC_Os11g14050
41164,Os11g0245400,LOC_Os11g14060
41165,Os11g0245466,None
41166,Os11g0245500,LOC_Os11g14070
41167,Os11g0245650,None
41168,Os11g0245800,LOC_Os11g14110
41169,Os11g0245900,LOC_Os11g14120
41170,Os11g0246100,LOC_Os11g14130
41171,Os11g0246133,None
41172,Os11g0246166,None
41173,Os11g0246200,LOC_Os11g14140
41174,Os11g0246250,None
41175,Os11g0246300,LOC_Os11g14150
41176,Os11g0246600,LOC_Os11g14170
41177,Os11g0246900,LOC_Os11g14180
41178,Os11g0246950,None
41179,Os11g0247000,LOC_Os11g14190
41180,Os11g0247150,LOC_Os11g14210
41181,Os11g0247300,LOC_Os11g14220
41182,Os11g0247350,None
41183,Os11g0247400,LOC_Os11g14230
41184,Os11g0247500,LOC_Os11g14240
41185,Os11g0247600,LOC_Os11g14250
41186,Os11g0247700,LOC_Os11g14260
41187,Os11g0247800,LOC_Os11g14270
41188,Os11g0247900,LOC_Os11g14280
41189,Os11g0248000,None
41190,Os11g0248100,LOC_Os11g14290
41191,Os11g0248200,LOC_Os11g14300
41192,Os11g0248466,None
41193,Os11g0248732,LOC_Os11g14360
41194,Os11g0249000,LOC_Os11g14380
41195,Os11g0249300,LOC_Os11g14390
41196,Os11g0249400,LOC_Os11g14400
41197,Os11g0249600,LOC_Os11g14410
41198,Os11g0249700,None
41199,Os11g0249800,None
41200,Os11g0249900,LOC_Os11g14420
41201,Os11g0250000,LOC_Os11g14430
41202,Os11g0250100,LOC_Os11g14440
41203,Os11g0250400,None
41204,Os11g0250600,LOC_Os11g14480
41205,Os11g0250900,LOC_Os11g14490
41206,Os11g0251200,LOC_Os11g14510
41207,Os11g0251250,LOC_Os11g14525
41208,Os11g0251400,LOC_Os11g14544
41209,Os11g0252400,LOC_Os11g14570
41210,Os11g0253100,LOC_Os11g14630
41211,Os11g0253950,None
41212,Os11g0254300,LOC_Os11g14780
41213,Os11g0254533,None
41214,Os11g0254766,LOC_Os11g14820
41215,Os11g0255000,LOC_Os11g14870
41216,Os11g0255200,LOC_Os11g14880
41217,Os11g0255300,LOC_Os11g14900
41218,Os11g0255500,LOC_Os11g14910
41219,Os11g0255800,LOC_Os11g14930
41220,Os11g0255900,LOC_Os11g14940
41221,Os11g0256000,LOC_Os11g14950
41222,Os11g0256050,LOC_Os11g14950
41223,Os11g0256075,None
41224,Os11g0256100,LOC_Os11g14980
41225,Os11g0256200,LOC_Os11g14990
41226,Os11g0256300,LOC_Os11g15000
41227,Os11g0256400,LOC_Os11g15010
41228,Os11g0256501,LOC_Os11g15020
41229,Os11g0256600,LOC_Os11g15030
41230,Os11g0256900,LOC_Os11g15040
41231,Os11g0257000,LOC_Os11g15050
41232,Os11g0257200,LOC_Os11g15060
41233,Os11g0257700,LOC_Os11g15130
41234,Os11g0257800,None
41235,Os11g0258200,LOC_Os11g15170
41236,Os11g0258300,LOC_Os11g15180
41237,Os11g0258400,None
41238,Os11g0258500,LOC_Os11g15190
41239,Os11g0258700,LOC_Os11g15210
41240,Os11g0258800,None
41241,Os11g0258900,LOC_Os11g15230
41242,Os11g0259101,None
41243,Os11g0259301,None
41244,Os11g0259501,None
41245,Os11g0259700,LOC_Os11g15300
41246,Os11g0259800,LOC_Os11g15310
41247,Os11g0260100,LOC_Os11g15340
41248,Os11g0260200,LOC_Os11g15370
41249,Os11g0260301,None
41250,Os11g0260400,LOC_Os11g15390
41251,Os11g0260600,LOC_Os11g15410
41252,Os11g0260801,None
41253,Os11g0261000,LOC_Os11g15460
41254,Os11g0261100,LOC_Os11g15470
41255,Os11g0261200,LOC_Os11g15480
41256,Os11g0261300,None
41257,Os11g0261400,LOC_Os11g15500
41258,Os11g0261500,LOC_Os11g15510
41259,Os11g0261600,LOC_Os11g15520
41260,Os11g0261900,LOC_Os11g15570
41261,Os11g0262050,None
41262,Os11g0262200,LOC_Os11g15590
41263,Os11g0262500,LOC_Os11g15620
41264,Os11g0262600,LOC_Os11g15624
41265,Os11g0263000,LOC_Os11g15670
41266,Os11g0263200,None
41267,Os11g0263466,None
41268,Os11g0263732,None
41269,Os11g0264000,LOC_Os11g16260
41270,Os11g0264200,LOC_Os11g16280
41271,Os11g0264300,LOC_Os11g16290
41272,Os11g0264401,None
41273,Os11g0264500,LOC_Os11g16310
41274,Os11g0264600,LOC_Os11g16320
41275,Os11g0264700,LOC_Os11g16330
41276,Os11g0264900,LOC_Os11g16350
41277,Os11g0264950,LOC_Os11g16350
41278,Os11g0265000,LOC_Os11g16370
41279,Os11g0265100,None
41280,Os11g0265200,LOC_Os11g16390
41281,Os11g0265300,LOC_Os11g16400
41282,Os11g0265400,LOC_Os11g16410
41283,Os11g0265450,None
41284,Os11g0265500,LOC_Os11g16420
41285,Os11g0265600,LOC_Os11g16430
41286,Os11g0265650,None
41287,Os11g0265700,LOC_Os11g16440
41288,Os11g0265800,LOC_Os11g16450
41289,Os11g0265850,LOC_Os11g16460
41290,Os11g0265900,LOC_Os11g16470
41291,Os11g0266000,LOC_Os11g16480
41292,Os11g0266250,None
41293,Os11g0266500,LOC_Os11g16530
41294,Os11g0266800,LOC_Os11g16540
41295,Os11g0267000,LOC_Os11g16550
41296,Os11g0267100,LOC_Os11g16560
41297,Os11g0267201,None
41298,Os11g0267300,LOC_Os11g16580
41299,Os11g0267400,LOC_Os11g16590
41300,Os11g0268300,LOC_Os11g16680
41301,Os11g0269000,LOC_Os11g16770
41302,Os11g0269100,None
41303,Os11g0269233,None
41304,Os11g0269366,None
41305,Os11g0269433,None
41306,Os11g0269500,LOC_Os11g16910
41307,Os11g0269700,LOC_Os11g16924
41308,Os11g0269900,LOC_Os11g16960
41309,Os11g0270000,LOC_Os11g16970
41310,Os11g0270201,LOC_Os11g16990
41311,Os11g0270250,None
41312,Os11g0270500,LOC_Os11g17014
41313,Os11g0270700,None
41314,Os11g0270760,LOC_Os11g17030
41315,Os11g0271000,LOC_Os11g17070
41316,Os11g0271100,LOC_Os11g17080
41317,Os11g0271675,None
41318,Os11g0272250,None
41319,Os11g0272300,None
41320,Os11g0272425,LOC_Os11g17250
41321,Os11g0272550,None
41322,Os11g0272675,LOC_Os11g17270
41323,Os11g0272800,LOC_Os11g17290
41324,Os11g0272900,LOC_Os11g17300
41325,Os11g0273100,None
41326,Os11g0273500,LOC_Os11g17340
41327,Os11g0273700,LOC_Os11g17360
41328,Os11g0274100,LOC_Os11g17380
41329,Os11g0274166,None
41330,Os11g0274232,None
41331,Os11g0274300,LOC_Os11g17380
41332,Os11g0274600,LOC_Os11g17430
41333,Os11g0274700,LOC_Os11g17440
41334,Os11g0274800,LOC_Os11g17450
41335,Os11g0275000,LOC_Os11g17480
41336,Os11g0275200,LOC_Os11g17504
41337,Os11g0275400,LOC_Os11g17530
41338,Os11g0275500,LOC_Os11g17540
41339,Os11g0275600,LOC_Os11g17560
41340,Os11g0275800,LOC_Os11g17580
41341,Os11g0275850,None
41342,Os11g0275900,None
41343,Os11g0276000,LOC_Os11g17600
41344,Os11g0276100,None
41345,Os11g0276300,LOC_Os11g17610
41346,Os11g0276550,None
41347,Os11g0276700,None
41348,Os11g0277100,LOC_Os11g17660
41349,Os11g0278200,None
41350,Os11g0278300,LOC_Os11g17720
41351,Os11g0278900,None
41352,Os11g0279750,LOC_Os11g17790
41353,Os11g0280600,LOC_Os11g17799
41354,Os11g0282100,LOC_Os11g17920
41355,Os11g0282300,LOC_Os11g17930
41356,Os11g0282600,LOC_Os11g17940
41357,Os11g0282700,LOC_Os11g17954
41358,Os11g0282800,LOC_Os11g17970
41359,Os11g0282900,None
41360,Os11g0283150,LOC_Os11g18020
41361,Os11g0283500,LOC_Os11g18044
41362,Os11g0283766,None
41363,Os11g0284032,LOC_Os11g18110
41364,Os11g0284300,LOC_Os11g18110
41365,Os11g0284400,LOC_Os11g18120
41366,Os11g0284500,LOC_Os11g18130
41367,Os11g0284600,LOC_Os11g18140
41368,Os11g0284900,LOC_Os11g18170
41369,Os11g0284950,None
41370,Os11g0285000,LOC_Os11g18194
41371,Os11g0285466,None
41372,Os11g0285932,None
41373,Os11g0286216,None
41374,Os11g0286400,LOC_Os11g18340
41375,Os11g0286500,LOC_Os11g18320
41376,Os11g0286800,LOC_Os11g18366
41377,Os11g0287000,None
41378,Os11g0287100,None
41379,Os11g0288350,None
41380,Os11g0289700,LOC_Os11g18570
41381,Os11g0290150,None
41382,Os11g0290600,LOC_Os11g18660
41383,Os11g0291000,LOC_Os11g18690
41384,Os11g0291201,None
41385,Os11g0291400,None
41386,Os11g0291450,LOC_Os11g18730
41387,Os11g0291475,None
41388,Os11g0291500,LOC_Os11g18730
41389,Os11g0291800,LOC_Os11g18750
41390,Os11g0291900,None
41391,Os11g0292050,LOC_Os11g18770
41392,Os11g0292200,None
41393,Os11g0292750,LOC_Os11g18770
41394,Os11g0293300,LOC_Os11g18830
41395,Os11g0293450,None
41396,Os11g0293800,LOC_Os11g18870
41397,Os11g0293900,LOC_Os11g18880
41398,Os11g0294101,None
41399,Os11g0294300,None
41400,Os11g0294400,LOC_Os11g18940
41401,Os11g0294600,LOC_Os11g18947
41402,Os11g0294800,LOC_Os11g18980
41403,Os11g0294901,LOC_Os11g18980
41404,Os11g0295000,LOC_Os11g18990
41405,Os11g0295500,LOC_Os11g19030
41406,Os11g0295600,LOC_Os11g19030
41407,Os11g0295666,LOC_Os11g19030
41408,Os11g0295750,LOC_Os11g19040
41409,Os11g0295900,LOC_Os11g19060
41410,Os11g0296001,None
41411,Os11g0296250,None
41412,Os11g0296500,LOC_Os11g19100
41413,Os11g0296800,LOC_Os11g19130
41414,Os11g0296900,LOC_Os11g19140
41415,Os11g0297000,LOC_Os11g19149
41416,Os11g0297300,LOC_Os11g19160
41417,Os11g0297400,None
41418,Os11g0297500,LOC_Os11g19180
41419,Os11g0297650,None
41420,Os11g0297800,LOC_Os11g19210
41421,Os11g0297900,LOC_Os11g19220
41422,Os11g0298000,LOC_Os11g19240
41423,Os11g0298200,None
41424,Os11g0298400,LOC_Os11g19250
41425,Os11g0298500,LOC_Os11g19260
41426,Os11g0298800,LOC_Os11g19290
41427,Os11g0298833,None
41428,Os11g0298866,LOC_Os11g19300
41429,Os11g0298900,LOC_Os11g19300
41430,Os11g0299300,LOC_Os11g19340
41431,Os11g0299400,LOC_Os11g19350
41432,Os11g0299775,LOC_Os11g19350
41433,Os11g0300150,LOC_Os11g19450
41434,Os11g0300400,LOC_Os11g19460
41435,Os11g0300501,LOC_Os11g19460
41436,Os11g0300600,LOC_Os11g19480
41437,Os11g0300650,None
41438,Os11g0300700,LOC_Os11g19490
41439,Os11g0300800,LOC_Os11g19500
41440,Os11g0302500,LOC_Os11g19700
41441,Os11g0302700,LOC_Os11g19720
41442,Os11g0302750,None
41443,Os11g0302800,LOC_Os11g19730
41444,Os11g0302850,None
41445,Os11g0302875,None
41446,Os11g0302900,LOC_Os11g19764
41447,Os11g0303050,LOC_Os11g19770
41448,Os11g0303200,None
41449,Os11g0303300,LOC_Os11g19780
41450,Os11g0303400,LOC_Os11g19800
41451,Os11g0303500,LOC_Os11g19810
41452,Os11g0303600,LOC_Os11g19840
41453,Os11g0303701,None
41454,Os11g0303800,LOC_Os11g19864
41455,Os11g0304050,LOC_Os11g19880
41456,Os11g0305300,None
41457,Os11g0305400,LOC_Os11g20040
41458,Os11g0305600,LOC_Os11g20060
41459,Os11g0305800,None
41460,Os11g0306100,None
41461,Os11g0306300,LOC_Os11g20080
41462,Os11g0306400,LOC_Os11g20090
41463,Os11g0307300,LOC_Os11g20160
41464,Os11g0307400,None
41465,Os11g0307500,LOC_Os11g20170
41466,Os11g0307550,LOC_Os11g20179
41467,Os11g0307600,LOC_Os11g20239
41468,Os11g0307950,None
41469,Os11g0308000,LOC_Os11g20280
41470,Os11g0308100,LOC_Os11g20310
41471,Os11g0308266,None
41472,Os11g0308432,None
41473,Os11g0308600,LOC_Os11g20330
41474,Os11g0308800,LOC_Os11g20360
41475,Os11g0309000,LOC_Os11g20384
41476,Os11g0310100,LOC_Os11g20490
41477,Os11g0310333,None
41478,Os11g0310566,None
41479,Os11g0310800,LOC_Os11g20554
41480,Os11g0311000,None
41481,Os11g0311100,None
41482,Os11g0311300,LOC_Os11g20689
41483,Os11g0311350,None
41484,Os11g0311400,None
41485,Os11g0311550,None
41486,Os11g0311701,None
41487,Os11g0312000,None
41488,Os11g0312100,LOC_Os11g20760
41489,Os11g0312160,LOC_Os11g20760
41490,Os11g0312220,LOC_Os11g20790
41491,Os11g0312280,None
41492,Os11g0312340,None
41493,Os11g0312400,None
41494,Os11g0323860,None
41495,Os11g0329399,None
41496,Os11g0332168,None
41497,Os11g0334938,None
41498,Os11g0340477,None
41499,Os11g0346016,None
41500,Os11g0351555,None
41501,Os11g0357094,None
41502,Os11g0362633,None
41503,Os11g0368172,None
41504,Os11g0373711,None
41505,Os11g0379251,None
41506,Os11g0384789,None
41507,Os11g0390328,None
41508,Os11g0393097,None
41509,Os11g0395867,None
41510,Os11g0406945,None
41511,Os11g0412484,LOC_Os11g21804
41512,Os11g0413800,None
41513,Os11g0414000,LOC_Os11g21990
41514,Os11g0414250,None
41515,Os11g0415450,None
41516,Os11g0416900,LOC_Os11g22350
41517,Os11g0417016,None
41518,Os11g0417132,None
41519,Os11g0417266,None
