,RAP,MSU1
2710,Os01g0562600,LOC_Os01g38190
2711,Os01g0563000,LOC_Os01g38229
2712,Os01g0563350,None
2713,Os01g0563500,LOC_Os01g38244
2714,Os01g0563700,None
2715,Os01g0564300,LOC_Os01g38359
2716,Os01g0564400,None
2717,Os01g0564467,None
2718,Os01g0564532,None
2719,Os01g0564600,LOC_Os01g38380
2720,Os01g0564700,LOC_Os01g38390
2721,Os01g0564950,LOC_Os01g38430
2722,Os01g0565600,LOC_Os01g38480
2723,Os01g0565800,LOC_Os01g38500
2724,Os01g0565900,LOC_Os01g38510
2725,Os01g0566000,LOC_Os01g38520
2726,Os01g0566100,LOC_Os01g38530
2727,Os01g0566200,None
2728,Os01g0566300,LOC_Os01g38560
2729,Os01g0566500,LOC_Os01g38580
2730,Os01g0566600,LOC_Os01g38590
2731,Os01g0566701,LOC_Os01g38610
2732,Os01g0566800,LOC_Os01g38610
2733,Os01g0566900,LOC_Os01g38620
2734,Os01g0567050,LOC_Os01g38640
2735,Os01g0567200,LOC_Os01g38650
2736,Os01g0567400,LOC_Os01g38660
2737,Os01g0567500,LOC_Os01g38670
2738,Os01g0567533,None
2739,Os01g0567600,LOC_Os01g38680
2740,Os01g0567700,LOC_Os01g38690
2741,Os01g0567800,LOC_Os01g38700
2742,Os01g0567900,LOC_Os01g38710
2743,Os01g0568000,LOC_Os01g38720
2744,Os01g0568100,LOC_Os01g38690
2745,Os01g0568400,LOC_Os01g38900
2746,Os01g0568500,LOC_Os01g38760
2747,Os01g0568650,LOC_Os01g38780
2748,Os01g0568800,LOC_Os01g38840
2749,Os01g0568950,None
2750,Os01g0569100,LOC_Os01g38870
2751,Os01g0569200,LOC_Os01g38880
2752,Os01g0569450,None
2753,Os01g0569800,None
2754,Os01g0570500,LOC_Os01g38950
2755,Os01g0570601,LOC_Os01g38960
2756,Os01g0570700,LOC_Os01g38970
2757,Os01g0570800,LOC_Os01g38980
2758,Os01g0571000,LOC_Os01g38990
2759,Os01g0571100,LOC_Os01g39000
2760,Os01g0571133,None
2761,Os01g0571166,LOC_Os01g39000
2762,Os01g0571200,LOC_Os01g39010
2763,Os01g0571300,LOC_Os01g39020
2764,Os01g0571500,LOC_Os01g39040
2765,Os01g0571600,LOC_Os01g39050
2766,Os01g0571700,LOC_Os01g39060
2767,Os01g0571766,None
2768,Os01g0571800,LOC_Os01g39070
2769,Os01g0571900,LOC_Os01g39080
2770,Os01g0572000,LOC_Os01g39090
2771,Os01g0572100,LOC_Os01g39100
2772,Os01g0572200,None
2773,Os01g0572300,LOC_Os01g39110
2774,Os01g0572700,LOC_Os01g39134
2775,Os01g0572800,LOC_Os01g39150
2776,Os01g0572966,None
2777,Os01g0573132,LOC_Os01g39180
2778,Os01g0573300,LOC_Os01g39180
2779,Os01g0573600,LOC_Os01g39190
2780,Os01g0573700,None
2781,Os01g0574400,LOC_Os01g39250
2782,Os01g0574451,None
2783,Os01g0574500,LOC_Os01g39260
2784,Os01g0574550,None
2785,Os01g0574600,LOC_Os01g39270
2786,Os01g0574800,LOC_Os01g39290
2787,Os01g0574901,None
2788,Os01g0575000,LOC_Os01g39310
2789,Os01g0575200,LOC_Os01g39330
2790,Os01g0575300,LOC_Os01g39340
2791,Os01g0575400,LOC_Os01g39350
2792,Os01g0575500,LOC_Os01g39380
2793,Os01g0575600,None
2794,Os01g0575701,None
2795,Os01g0575801,None
2796,Os01g0575901,LOC_Os01g39385
2797,Os01g0576000,None
2798,Os01g0576050,None
2799,Os01g0576100,LOC_Os01g39430
2800,Os01g0576500,None
2801,Os01g0576900,None
2802,Os01g0577300,LOC_Os01g39560
2803,Os01g0577450,None
2804,Os01g0577600,LOC_Os01g39600
2805,Os01g0578000,LOC_Os01g39630
2806,Os01g0578200,LOC_Os01g39650
2807,Os01g0578500,LOC_Os01g39670
2808,Os01g0578700,LOC_Os01g39680
2809,Os01g0578800,LOC_Os01g39690
2810,Os01g0578901,None
2811,Os01g0578950,LOC_Os01g39700
2812,Os01g0579000,LOC_Os01g39710
2813,Os01g0579600,LOC_Os01g39770
2814,Os01g0579800,LOC_Os01g39780
2815,Os01g0579900,LOC_Os01g39790
2816,Os01g0580000,LOC_Os01g39800
2817,Os01g0580100,LOC_Os01g39810
2818,Os01g0580150,LOC_Os01g39820
2819,Os01g0580200,LOC_Os01g39830
2820,Os01g0580300,LOC_Os01g39840
2821,Os01g0580400,LOC_Os01g39850
2822,Os01g0580500,LOC_Os01g39860
2823,Os01g0580700,None
2824,Os01g0580800,LOC_Os01g39890
2825,Os01g0580966,LOC_Os01g39910
2826,Os01g0581300,LOC_Os01g39960
2827,Os01g0581400,LOC_Os01g39970
2828,Os01g0581500,LOC_Os01g39980
2829,Os01g0581800,LOC_Os01g39990
2830,Os01g0581900,LOC_Os01g40000
2831,Os01g0582100,LOC_Os01g40020
2832,Os01g0582300,LOC_Os01g40040
2833,Os01g0582400,LOC_Os01g40050
2834,Os01g0582600,LOC_Os01g40070
2835,Os01g0583100,LOC_Os01g40094
2836,Os01g0583200,LOC_Os01g40110
2837,Os01g0583300,LOC_Os01g40120
2838,Os01g0583375,None
2839,Os01g0583525,None
2840,Os01g0583600,LOC_Os01g40140
2841,Os01g0583700,LOC_Os01g40150
2842,Os01g0583800,LOC_Os01g40160
2843,Os01g0583900,LOC_Os01g40170
2844,Os01g0583967,None
2845,Os01g0584032,None
2846,Os01g0584100,LOC_Os01g40190
2847,Os01g0584200,LOC_Os01g40200
2848,Os01g0584250,None
2849,Os01g0584300,None
2850,Os01g0584500,LOC_Os01g40220
2851,Os01g0584800,LOC_Os01g40250
2852,Os01g0584900,LOC_Os01g40260
2853,Os01g0585100,LOC_Os01g40280
2854,Os01g0585200,LOC_Os01g40290
2855,Os01g0585300,LOC_Os01g40310
2856,Os01g0585400,LOC_Os01g40320
2857,Os01g0585600,LOC_Os01g40330
2858,Os01g0585650,None
2859,Os01g0585700,LOC_Os01g40340
2860,Os01g0585900,LOC_Os01g40360
2861,Os01g0586000,LOC_Os01g40370
2862,Os01g0586100,None
2863,Os01g0586200,None
2864,Os01g0586300,LOC_Os01g40390
2865,Os01g0586400,LOC_Os01g40400
2866,Os01g0586450,None
2867,Os01g0586500,LOC_Os01g40410
2868,Os01g0586600,LOC_Os01g40420
2869,Os01g0586800,LOC_Os01g40430
2870,Os01g0586801,None
2871,Os01g0586900,None
2872,Os01g0587000,LOC_Os01g40470
2873,Os01g0587150,None
2874,Os01g0587300,LOC_Os01g40480
2875,Os01g0587400,LOC_Os01g40499
2876,Os01g0587500,None
2877,Os01g0587900,LOC_Os01g40540
2878,Os01g0588000,LOC_Os01g40550
2879,Os01g0588100,LOC_Os01g40560
2880,Os01g0588200,LOC_Os01g40570
2881,Os01g0588300,None
2882,Os01g0588400,LOC_Os01g40580
2883,Os01g0588500,LOC_Os01g40590
2884,Os01g0588550,None
2885,Os01g0588600,LOC_Os01g40600
2886,Os01g0588700,LOC_Os01g40610
2887,Os01g0588750,None
2888,Os01g0588800,LOC_Os01g40620
2889,Os01g0588900,LOC_Os01g40630
2890,Os01g0588950,None
2891,Os01g0589000,LOC_Os01g40640
2892,Os01g0589100,LOC_Os01g40650
2893,Os01g0589200,LOC_Os01g40660
2894,Os01g0589300,LOC_Os01g40670
2895,Os01g0589400,LOC_Os01g40680
2896,Os01g0589500,LOC_Os01g40690
2897,Os01g0589700,LOC_Os01g40700
2898,Os01g0589800,LOC_Os01g40710
2899,Os01g0589900,LOC_Os01g40720
2900,Os01g0590100,LOC_Os01g40740
2901,Os01g0590200,LOC_Os01g40750
2902,Os01g0590300,LOC_Os01g40760
2903,Os01g0590601,None
2904,Os01g0590700,LOC_Os01g40820
2905,Os01g0590800,LOC_Os01g40830
2906,Os01g0590850,LOC_Os01g40830
2907,Os01g0590900,LOC_Os01g40840
2908,Os01g0591000,LOC_Os01g40860
2909,Os01g0591250,None
2910,Os01g0591300,LOC_Os01g40870
2911,Os01g0591400,LOC_Os01g40880
2912,Os01g0591500,None
2913,Os01g0592100,LOC_Os01g40930
2914,Os01g0592500,LOC_Os01g40950
2915,Os01g0592800,LOC_Os01g40970
2916,Os01g0592900,LOC_Os01g40980
2917,Os01g0592950,None
2918,Os01g0593000,LOC_Os01g40990
2919,Os01g0593100,LOC_Os01g41000
2920,Os01g0593200,LOC_Os01g41010
2921,Os01g0593500,LOC_Os01g41030
2922,Os01g0593600,LOC_Os01g41040
2923,Os01g0593650,None
2924,Os01g0593700,LOC_Os01g41050
2925,Os01g0593900,None
2926,Os01g0594100,LOC_Os01g41110
2927,Os01g0594300,LOC_Os01g41120
2928,Os01g0594400,None
2929,Os01g0594500,LOC_Os01g41140
2930,Os01g0594600,LOC_Os01g41145
2931,Os01g0594650,None
2932,Os01g0594800,LOC_Os01g41160
2933,Os01g0594850,None
2934,Os01g0594900,LOC_Os01g41170
2935,Os01g0595001,LOC_Os01g41180
2936,Os01g0595100,LOC_Os01g41190
2937,Os01g0595201,LOC_Os01g41200
2938,Os01g0595300,LOC_Os01g41210
2939,Os01g0595400,LOC_Os01g41220
2940,Os01g0595600,LOC_Os01g41240
2941,Os01g0595650,None
2942,Os01g0595700,LOC_Os01g41250
2943,Os01g0595725,None
2944,Os01g0595800,LOC_Os01g41260
2945,Os01g0595850,None
2946,Os01g0595900,LOC_Os01g41270
2947,Os01g0596001,None
2948,Os01g0596100,LOC_Os01g41290
2949,Os01g0596201,None
2950,Os01g0596300,LOC_Os01g41310
2951,Os01g0596425,None
2952,Os01g0596500,LOC_Os01g41340
2953,Os01g0596550,None
2954,Os01g0596600,LOC_Os01g41360
2955,Os01g0596700,LOC_Os01g41370
2956,Os01g0597400,LOC_Os01g41400
2957,Os01g0597600,LOC_Os01g41420
2958,Os01g0597701,None
2959,Os01g0597800,LOC_Os01g41430
2960,Os01g0598000,LOC_Os01g41450
2961,Os01g0598200,LOC_Os01g41510
2962,Os01g0598400,LOC_Os01g41530
2963,Os01g0598500,LOC_Os01g41540
2964,Os01g0598600,LOC_Os01g41550
2965,Os01g0598900,LOC_Os01g41565
2966,Os01g0598901,None
2967,Os01g0599200,None
2968,Os01g0599300,None
2969,Os01g0599550,None
2970,Os01g0599800,None
2971,Os01g0599900,LOC_Os01g41600
2972,Os01g0600000,LOC_Os01g41610
2973,Os01g0600200,LOC_Os01g41630
2974,Os01g0600300,LOC_Os01g41640
2975,Os01g0600400,LOC_Os01g41650
2976,Os01g0600500,LOC_Os01g41660
2977,Os01g0600700,LOC_Os01g41680
2978,Os01g0600900,LOC_Os01g41710
2979,Os01g0601000,LOC_Os01g41720
2980,Os01g0601200,LOC_Os01g41730
2981,Os01g0601500,None
2982,Os01g0601600,LOC_Os01g41740
2983,Os01g0601625,LOC_Os01g41750
2984,Os01g0601651,None
2985,Os01g0601675,LOC_Os01g41770
2986,Os01g0601687,None
2987,Os01g0601700,LOC_Os01g41780
2988,Os01g0601950,LOC_Os01g41790
2989,Os01g0602075,None
2990,Os01g0602200,LOC_Os01g41800
2991,Os01g0602400,LOC_Os01g41810
2992,Os01g0602433,None
2993,Os01g0602466,None
2994,Os01g0602500,LOC_Os01g41820
2995,Os01g0602600,LOC_Os01g41834
2996,Os01g0602800,LOC_Os01g41870
2997,Os01g0602901,None
2998,Os01g0603000,LOC_Os01g41880
2999,Os01g0603100,LOC_Os01g41890
3000,Os01g0603200,None
3001,Os01g0603300,LOC_Os01g41900
3002,Os01g0603500,LOC_Os01g41910
3003,Os01g0603700,None
3004,Os01g0603800,LOC_Os01g41930
3005,Os01g0604000,None
3006,Os01g0604100,LOC_Os01g41950
3007,Os01g0604150,LOC_Os01g41960
3008,Os01g0604350,None
3009,Os01g0604500,LOC_Os01g41990
3010,Os01g0604550,None
3011,Os01g0604600,LOC_Os01g42000
3012,Os01g0604700,LOC_Os01g42010
3013,Os01g0604900,LOC_Os01g42024
3014,Os01g0605000,None
3015,Os01g0605100,LOC_Os01g42030
3016,Os01g0605300,LOC_Os01g42040
3017,Os01g0605400,LOC_Os01g42060
3018,Os01g0605500,LOC_Os01g42070
3019,Os01g0605600,LOC_Os01g42080
3020,Os01g0605650,LOC_Os01g42080
3021,Os01g0605700,LOC_Os01g42090
3022,Os01g0605850,LOC_Os01g42100
3023,Os01g0606000,LOC_Os01g42110
3024,Os01g0606050,LOC_Os01g42120
3025,Os01g0606100,LOC_Os01g42130
3026,Os01g0606133,LOC_Os01g42140
3027,Os01g0606166,None
3028,Os01g0606200,LOC_Os01g42150
3029,Os01g0606400,None
3030,Os01g0606500,LOC_Os01g42160
3031,Os01g0606900,LOC_Os01g42190
3032,Os01g0607000,LOC_Os01g42200
3033,Os01g0607050,None
3034,Os01g0607100,LOC_Os01g42210
3035,Os01g0607200,LOC_Os01g42234
3036,Os01g0607250,None
3037,Os01g0607300,None
3038,Os01g0607400,LOC_Os01g42260
3039,Os01g0607600,LOC_Os01g42270
3040,Os01g0607800,LOC_Os01g42280
3041,Os01g0607900,LOC_Os01g42294
3042,Os01g0608000,None
3043,Os01g0608101,None
3044,Os01g0608200,None
3045,Os01g0608300,LOC_Os01g42320
3046,Os01g0608400,LOC_Os01g42330
3047,Os01g0608700,LOC_Os01g42340
3048,Os01g0608800,None
3049,Os01g0608900,None
3050,Os01g0609000,LOC_Os01g42350
3051,Os01g0609200,LOC_Os01g42370
3052,Os01g0609300,LOC_Os01g42380
3053,Os01g0609501,None
3054,Os01g0609700,None
3055,Os01g0609900,LOC_Os01g42410
3056,Os01g0610000,LOC_Os01g42420
3057,Os01g0610050,None
3058,Os01g0610100,LOC_Os01g42430
3059,Os01g0610300,LOC_Os01g42460
3060,Os01g0610400,LOC_Os01g42470
3061,Os01g0610500,LOC_Os01g42480
3062,Os01g0610600,LOC_Os01g42490
3063,Os01g0610700,LOC_Os01g42500
3064,Os01g0610800,LOC_Os01g42510
3065,Os01g0611000,LOC_Os01g42520
3066,Os01g0611050,None
3067,Os01g0611100,None
3068,Os01g0611200,LOC_Os01g42540
3069,Os01g0611300,LOC_Os01g42550
3070,Os01g0611700,LOC_Os01g42600
3071,Os01g0611800,LOC_Os01g42610
3072,Os01g0611900,LOC_Os01g42620
3073,Os01g0611950,None
3074,Os01g0612000,LOC_Os01g42630
3075,Os01g0612200,LOC_Os01g42650
3076,Os01g0612350,None
3077,Os01g0612425,LOC_Os01g42670
3078,Os01g0612500,LOC_Os01g42690
3079,Os01g0612600,LOC_Os01g42700
3080,Os01g0612700,LOC_Os01g42710
3081,Os01g0612750,None
3082,Os01g0612800,LOC_Os01g42720
3083,Os01g0612900,LOC_Os01g42730
3084,Os01g0613000,None
3085,Os01g0613100,LOC_Os01g42760
3086,Os01g0613300,LOC_Os01g42770
3087,Os01g0613400,None
3088,Os01g0613500,LOC_Os01g42780
3089,Os01g0613800,LOC_Os01g42790
3090,Os01g0613900,LOC_Os01g42800
3091,Os01g0614300,LOC_Os01g42810
3092,Os01g0614400,None
3093,Os01g0614500,LOC_Os01g42820
3094,Os01g0614700,LOC_Os01g42830
3095,Os01g0614750,None
3096,Os01g0614800,LOC_Os01g42840
3097,Os01g0614900,LOC_Os01g42850
3098,Os01g0615000,None
3099,Os01g0615050,None
3100,Os01g0615100,LOC_Os01g42860
3101,Os01g0615200,LOC_Os01g42870
3102,Os01g0615250,None
3103,Os01g0615300,LOC_Os01g42880
3104,Os01g0615400,None
3105,Os01g0615500,LOC_Os01g42900
3106,Os01g0615850,None
3107,Os01g0615925,None
3108,Os01g0616100,LOC_Os01g42950
3109,Os01g0616300,LOC_Os01g42960
3110,Os01g0616333,LOC_Os01g42960
3111,Os01g0616366,None
3112,Os01g0616400,LOC_Os01g42970
3113,Os01g0616500,LOC_Os01g42980
3114,Os01g0616600,LOC_Os01g42990
3115,Os01g0616666,LOC_Os01g42990
3116,Os01g0616800,LOC_Os01g43010
3117,Os01g0616900,LOC_Os01g43020
3118,Os01g0617200,None
3119,Os01g0617500,LOC_Os01g43030
3120,Os01g0617600,LOC_Os01g43040
3121,Os01g0617650,LOC_Os01g43040
3122,Os01g0617675,None
3123,Os01g0617700,LOC_Os01g43050
3124,Os01g0617800,LOC_Os01g43060
3125,Os01g0617900,LOC_Os01g43070
3126,Os01g0617950,LOC_Os01g43080
3127,Os01g0618000,LOC_Os01g43080
3128,Os01g0618100,LOC_Os01g43090
3129,Os01g0618200,LOC_Os01g43100
3130,Os01g0618300,LOC_Os01g43110
3131,Os01g0618400,LOC_Os01g43120
3132,Os01g0618450,None
3133,Os01g0618500,LOC_Os01g43130
3134,Os01g0618601,None
3135,Os01g0618700,LOC_Os01g43140
3136,Os01g0618800,LOC_Os01g43150
3137,Os01g0618900,LOC_Os01g43160
3138,Os01g0619000,LOC_Os01g43170
3139,Os01g0619050,None
3140,Os01g0619100,LOC_Os01g43180
3141,Os01g0619375,None
3142,Os01g0619700,None
3143,Os01g0619800,LOC_Os01g43220
3144,Os01g0619900,LOC_Os01g43230
3145,Os01g0620100,LOC_Os01g43250
3146,Os01g0620200,LOC_Os01g43260
3147,Os01g0620301,None
3148,Os01g0620400,LOC_Os01g43274
3149,Os01g0620800,LOC_Os01g43280
3150,Os01g0620900,None
3151,Os01g0621200,LOC_Os01g43320
3152,Os01g0621300,LOC_Os01g43330
3153,Os01g0621400,None
3154,Os01g0621500,LOC_Os01g43340
3155,Os01g0621600,LOC_Os01g43350
3156,Os01g0621700,LOC_Os01g43360
3157,Os01g0621900,LOC_Os01g43370
3158,Os01g0622000,LOC_Os01g43380
3159,Os01g0622033,None
3160,Os01g0622066,None
3161,Os01g0622100,None
3162,Os01g0622300,LOC_Os01g43390
3163,Os01g0622400,LOC_Os01g43400
3164,Os01g0622500,None
3165,Os01g0622600,LOC_Os01g43410
3166,Os01g0622700,LOC_Os01g43420
3167,Os01g0622800,LOC_Os01g43430
3168,Os01g0622901,None
3169,Os01g0623000,LOC_Os01g43440
3170,Os01g0623100,LOC_Os01g43450
3171,Os01g0623200,LOC_Os01g43460
3172,Os01g0623500,LOC_Os01g43480
3173,Os01g0623550,LOC_Os01g43490
3174,Os01g0623600,LOC_Os01g43490
3175,Os01g0623750,None
3176,Os01g0623900,LOC_Os01g43510
3177,Os01g0624000,LOC_Os01g43520
3178,Os01g0624133,None
3179,Os01g0624266,None
3180,Os01g0624400,LOC_Os01g43530
3181,Os01g0624500,LOC_Os01g43540
3182,Os01g0624600,None
3183,Os01g0624700,LOC_Os01g43550
3184,Os01g0624900,None
3185,Os01g0625100,LOC_Os01g43570
3186,Os01g0625200,LOC_Os01g43580
3187,Os01g0625300,LOC_Os01g43590
3188,Os01g0625900,LOC_Os01g43610
3189,Os01g0625966,None
3190,Os01g0626032,None
3191,Os01g0626100,LOC_Os01g43630
3192,Os01g0626200,LOC_Os01g43630
3193,Os01g0626300,None
3194,Os01g0626350,None
3195,Os01g0626400,LOC_Os01g43650
3196,Os01g0626500,None
3197,Os01g0626900,LOC_Os01g43680
3198,Os01g0627150,LOC_Os01g43690
3199,Os01g0627400,LOC_Os01g43700
3200,Os01g0627450,None
3201,Os01g0627500,LOC_Os01g43710
3202,Os01g0627550,None
3203,Os01g0627600,LOC_Os01g43720
3204,Os01g0627701,None
3205,Os01g0627800,LOC_Os01g43740
3206,Os01g0627900,LOC_Os01g43750
3207,Os01g0627916,None
3208,Os01g0627933,LOC_Os01g43760
3209,Os01g0627967,None
3210,Os01g0628000,LOC_Os01g43774
3211,Os01g0628100,None
3212,Os01g0628700,LOC_Os01g43844
3213,Os01g0628900,LOC_Os01g43851
3214,Os01g0628950,None
3215,Os01g0629000,None
3216,Os01g0629100,LOC_Os01g43860
3217,Os01g0629200,LOC_Os01g43860
3218,Os01g0629300,None
3219,Os01g0629400,LOC_Os01g43870
3220,Os01g0629500,LOC_Os01g43880
3221,Os01g0629600,LOC_Os01g43890
3222,Os01g0629750,LOC_Os01g43895
3223,Os01g0629900,LOC_Os01g43910
3224,Os01g0630000,None
3225,Os01g0630101,None
3226,Os01g0630200,LOC_Os01g43940
3227,Os01g0630300,LOC_Os01g43950
3228,Os01g0630900,LOC_Os01g44020
3229,Os01g0631000,LOC_Os01g44030
3230,Os01g0631100,LOC_Os01g44040
3231,Os01g0631200,LOC_Os01g44050
3232,Os01g0631301,None
3233,Os01g0631400,LOC_Os01g44069
3234,Os01g0631500,LOC_Os01g44090
3235,Os01g0631650,LOC_Os01g44100
3236,Os01g0631700,LOC_Os01g44110
3237,Os01g0631800,LOC_Os01g44120
3238,Os01g0631900,LOC_Os01g44130
3239,Os01g0632000,LOC_Os01g44140
3240,Os01g0632100,None
3241,Os01g0632200,LOC_Os01g44160
3242,Os01g0632400,LOC_Os01g44180
3243,Os01g0632550,LOC_Os01g44180
3244,Os01g0632700,None
3245,Os01g0633000,LOC_Os01g44210
3246,Os01g0633050,None
3247,Os01g0633100,LOC_Os01g44220
3248,Os01g0633200,LOC_Os01g44230
3249,Os01g0633300,LOC_Os01g44240
3250,Os01g0633400,LOC_Os01g44250
3251,Os01g0633500,LOC_Os01g44260
3252,Os01g0633800,None
3253,Os01g0633900,None
3254,Os01g0634000,LOC_Os01g44290
3255,Os01g0634300,LOC_Os01g44310
3256,Os01g0634400,LOC_Os01g44320
3257,Os01g0634500,LOC_Os01g44330
3258,Os01g0634600,LOC_Os01g44340
3259,Os01g0634900,LOC_Os01g44360
3260,Os01g0635000,LOC_Os01g44370
3261,Os01g0635200,LOC_Os01g44390
3262,Os01g0635300,None
3263,Os01g0635400,LOC_Os01g44394
3264,Os01g0635500,None
3265,Os01g0635550,LOC_Os01g44430
3266,Os01g0635600,LOC_Os01g44430
3267,Os01g0635800,None
3268,Os01g0635950,None
3269,Os01g0636100,None
3270,Os01g0636200,None
3271,Os01g0636300,LOC_Os01g44950
3272,Os01g0636400,LOC_Os01g44960
3273,Os01g0636500,LOC_Os01g44970
3274,Os01g0636600,LOC_Os01g44980
3275,Os01g0636700,LOC_Os01g44990
3276,Os01g0636900,None
3277,Os01g0637000,LOC_Os01g45010
3278,Os01g0637050,LOC_Os01g45010
3279,Os01g0637100,LOC_Os01g45020
3280,Os01g0637232,None
3281,Os01g0637300,LOC_Os01g45040
3282,Os01g0637400,None
3283,Os01g0637500,LOC_Os01g45060
3284,Os01g0637600,LOC_Os01g45070
3285,Os01g0637666,None
3286,Os01g0637732,LOC_Os01g45080
3287,Os01g0637800,LOC_Os01g45090
3288,Os01g0638000,LOC_Os01g45110
3289,Os01g0638600,LOC_Os01g45140
3290,Os01g0638701,None
3291,Os01g0638800,LOC_Os01g45160
3292,Os01g0639100,LOC_Os01g45190
3293,Os01g0639200,LOC_Os01g45200
3294,Os01g0639600,LOC_Os01g45250
3295,Os01g0639900,LOC_Os01g45274
3296,Os01g0640000,LOC_Os01g45290
3297,Os01g0640100,LOC_Os01g45290
3298,Os01g0640200,LOC_Os01g45320
3299,Os01g0640400,None
3300,Os01g0640600,LOC_Os01g45350
3301,Os01g0640700,LOC_Os01g45360
3302,Os01g0640800,LOC_Os01g45370
3303,Os01g0641000,LOC_Os01g45380
3304,Os01g0641050,None
3305,Os01g0641100,LOC_Os01g45390
3306,Os01g0641700,LOC_Os01g45439
3307,Os01g0641750,None
3308,Os01g0641800,LOC_Os01g45450
3309,Os01g0642000,LOC_Os01g45460
3310,Os01g0642100,None
3311,Os01g0642200,LOC_Os01g45470
3312,Os01g0642401,None
3313,Os01g0642600,LOC_Os01g45510
3314,Os01g0642700,LOC_Os01g45520
3315,Os01g0642801,LOC_Os01g45520
3316,Os01g0642900,LOC_Os01g45530
3317,Os01g0643300,LOC_Os01g45550
3318,Os01g0643450,None
3319,Os01g0643600,LOC_Os01g45570
3320,Os01g0643666,None
3321,Os01g0643800,LOC_Os01g45620
3322,Os01g0643825,None
3323,Os01g0643850,None
3324,Os01g0643900,LOC_Os01g45624
3325,Os01g0644000,LOC_Os01g45640
3326,Os01g0644100,LOC_Os01g45650
3327,Os01g0644200,None
3328,Os01g0644400,None
3329,Os01g0644500,LOC_Os01g45670
3330,Os01g0644600,LOC_Os01g45700
3331,Os01g0644700,LOC_Os01g45710
3332,Os01g0644800,None
3333,Os01g0644900,LOC_Os01g45720
3334,Os01g0645000,LOC_Os01g45730
3335,Os01g0645200,LOC_Os01g45750
3336,Os01g0645400,LOC_Os01g45760
3337,Os01g0645650,None
3338,Os01g0645775,None
3339,Os01g0645900,LOC_Os01g45830
3340,Os01g0646000,LOC_Os01g45840
3341,Os01g0646300,LOC_Os01g45860
3342,Os01g0646400,None
3343,Os01g0646700,LOC_Os01g45880
3344,Os01g0646800,LOC_Os01g45880
3345,Os01g0647000,LOC_Os01g45900
3346,Os01g0647100,LOC_Os01g45910
3347,Os01g0647150,None
3348,Os01g0647200,LOC_Os01g45914
3349,Os01g0647450,None
3350,Os01g0647700,LOC_Os01g45960
3351,Os01g0647800,LOC_Os01g45970
3352,Os01g0647850,None
3353,Os01g0647900,None
3354,Os01g0648000,LOC_Os01g45990
3355,Os01g0648225,None
3356,Os01g0648450,None
3357,Os01g0648500,LOC_Os01g46020
3358,Os01g0648600,LOC_Os01g46030
3359,Os01g0648700,LOC_Os01g46040
3360,Os01g0649000,LOC_Os01g46060
3361,Os01g0649100,LOC_Os01g46070
3362,Os01g0649200,LOC_Os01g46080
3363,Os01g0649400,LOC_Os01g46090
3364,Os01g0649566,None
3365,Os01g0649732,None
3366,Os01g0649900,LOC_Os01g46120
3367,Os01g0649950,None
3368,Os01g0650000,LOC_Os01g46130
3369,Os01g0650100,LOC_Os01g46140
3370,Os01g0650200,LOC_Os01g46169
3371,Os01g0650501,None
3372,Os01g0650700,LOC_Os01g46200
3373,Os01g0650800,LOC_Os01g46200
3374,Os01g0650900,LOC_Os01g46210
3375,Os01g0650950,None
3376,Os01g0651000,LOC_Os01g46220
3377,Os01g0651100,LOC_Os01g46230
3378,Os01g0651150,None
3379,Os01g0651200,LOC_Os01g46250
3380,Os01g0651300,LOC_Os01g46260
3381,Os01g0651350,None
3382,Os01g0651400,None
3383,Os01g0651450,None
3384,Os01g0651500,LOC_Os01g46270
3385,Os01g0651800,LOC_Os01g46290
3386,Os01g0651866,None
3387,Os01g0651932,LOC_Os01g46340
3388,Os01g0652000,LOC_Os01g46340
3389,Os01g0652100,LOC_Os01g46350
3390,Os01g0652200,None
3391,Os01g0652300,LOC_Os01g46370
3392,Os01g0652375,None
3393,Os01g0652450,None
3394,Os01g0652600,LOC_Os01g46380
3395,Os01g0652650,None
3396,Os01g0652700,LOC_Os01g46390
3397,Os01g0652800,LOC_Os01g46400
3398,Os01g0653100,LOC_Os01g46410
3399,Os01g0653200,LOC_Os01g46430
3400,Os01g0653300,LOC_Os01g46440
3401,Os01g0653350,LOC_Os01g46450
3402,Os01g0653425,LOC_Os01g46470
3403,Os01g0653500,LOC_Os01g46470
3404,Os01g0653601,None
3405,Os01g0653700,LOC_Os01g46500
3406,Os01g0653800,LOC_Os01g46510
3407,Os01g0654100,LOC_Os01g46570
3408,Os01g0654150,None
3409,Os01g0654200,LOC_Os01g46590
3410,Os01g0654300,LOC_Os01g46580
3411,Os01g0654400,LOC_Os01g46600
3412,Os01g0654450,LOC_Os01g46580
3413,Os01g0654500,LOC_Os01g46610
3414,Os01g0654650,None
3415,Os01g0654800,LOC_Os01g46650
3416,Os01g0654900,LOC_Os01g46660
3417,Os01g0655000,LOC_Os01g46670
3418,Os01g0655200,LOC_Os01g46690
3419,Os01g0655225,None
3420,Os01g0655300,LOC_Os01g46700
3421,Os01g0655400,LOC_Os01g46710
3422,Os01g0655500,LOC_Os01g46720
3423,Os01g0655600,LOC_Os01g46730
3424,Os01g0655700,LOC_Os01g46740
3425,Os01g0655800,LOC_Os01g46750
3426,Os01g0656200,LOC_Os01g46760
3427,Os01g0656250,None
